fault_mode,operating_state,normality_score,z_score_mean,hybrid_score,hybrid_threshold,predicted_anomaly,final_anomaly,expected_anomaly
bearing_fault,steady_state,-0.10892280876606264,1.8053586628874265,1.914281471653489,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.08693386593164099,1.380738529397866,1.467672395329507,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.008158340274527998,1.0270970367455277,1.0189386964709997,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.09034109440245452,1.8732348648453871,1.9635759592478417,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10881671054029296,1.850159615471194,1.958976326011487,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.036078751561735456,0.924887779465022,0.8888090279032865,0.9310432651296187,0,0,1
bearing_fault,steady_state,0.03716857485236974,0.8984782550908978,0.861309680238528,0.9310432651296187,0,0,1
bearing_fault,steady_state,0.022557197582320665,0.9458478182671316,0.9232906206848109,0.9310432651296187,0,0,1
bearing_fault,steady_state,-0.03116396251130893,1.2869180882615894,1.3180820507728983,0.9310432651296187,1,1,1
bearing_fault,shutdown,-0.21285826627246807,3.365800419405174,3.5786586856776417,0.9310432651296187,1,0,1
bearing_fault,shutdown,-0.20219041298724472,3.624690674401784,3.8268810873890287,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20523088138571133,3.606306906509384,3.8115377878950953,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19933131366378354,4.044570371350818,4.243901685014602,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19790264145847225,4.029228436595978,4.22713107805445,0.9310432651296187,1,0,1
bearing_fault,idle,-0.1963108476338722,3.8540786908564546,4.050389538490327,0.9310432651296187,1,0,1
bearing_fault,idle,-0.1963108476338722,4.013291463127162,4.209602310761034,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19635973946876217,4.007398109929727,4.203757849398489,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19683140687868805,3.997346546624352,4.19417795350304,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19631020191372994,3.9782475320596875,4.174557733973417,0.9310432651296187,1,0,1
bearing_fault,idle,-0.22377627249004184,3.9327462746169433,4.156522547106985,0.9310432651296187,1,0,1
bearing_fault,startup,-0.23831567752932825,4.04768743673996,4.286003114269288,0.9310432651296187,1,0,1
bearing_fault,startup,-0.23831567752932825,4.009552530508784,4.247868208038112,0.9310432651296187,1,0,1
bearing_fault,steady_state,-0.013577647846075624,1.1271520845047958,1.1407297323508714,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11729157855648964,1.9449499940736885,2.062241572630178,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11362033670125049,1.987689872429913,2.1013102091311637,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11453062972270556,2.1165673750883336,2.231098004811039,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.0029246756571746912,1.1352980602622302,1.1323733846050557,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12251494516345274,2.1063879729390393,2.228902918102492,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10394279287715302,1.9115094277154734,2.0154522205926266,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.13291533766875674,1.9775083468650507,2.1104236845338074,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11178941783320828,1.956316191894329,2.0681056097275374,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.009007162778960631,0.99890204144854,0.9898948786695794,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.02118384105780946,1.1785900924851733,1.199773933542983,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.04268048244575007,0.9681107457477576,0.9254302633020075,0.9310432651296187,0,0,1
bearing_fault,steady_state,0.015225434401452409,1.0856874129688934,1.070461978567441,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.037180559889556375,0.9494119811186069,0.9122314212290505,0.9310432651296187,0,0,1
bearing_fault,steady_state,-0.11845362309372454,2.0446700225628764,2.1631236456566008,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12375651506106145,2.0914030604302876,2.215159575491349,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.032804380113972076,0.9587542359620943,0.9259498558481223,0.9310432651296187,0,0,1
bearing_fault,shutdown,-0.21475570157270252,3.3501688455799523,3.5649245471526547,0.9310432651296187,1,0,1
bearing_fault,shutdown,-0.2101807701900641,3.629248913792954,3.8394296839830178,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20900004408249617,3.626814646845263,3.8358146909277595,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19956811365001093,4.061000780123258,4.26056889377327,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19980499381888195,4.051880394395271,4.2516853882141525,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19933131366378354,4.042412811370845,4.241744125034629,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19790264145847225,4.032506318469529,4.230408959928001,0.9310432651296187,1,0,1
bearing_fault,idle,-0.1963108476338722,4.023366942566809,4.219677790200681,0.9310432651296187,1,0,1
bearing_fault,idle,-0.1963108476338722,4.002478108068826,4.198788955702698,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19588839131847846,4.003250921488904,4.199139312807382,0.9310432651296187,1,0,1
bearing_fault,idle,-0.22475707960736624,3.932147593097792,4.156904672705158,0.9310432651296187,1,0,1
bearing_fault,startup,-0.2308586636589688,3.7644360753581414,3.99529473901711,0.9310432651296187,1,0,1
bearing_fault,startup,-0.23268985968696898,3.9993197368090994,4.232009596496068,0.9310432651296187,1,0,1
bearing_fault,steady_state,-0.05456765751212911,1.308184192304394,1.3627518498165232,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.014290127244959816,1.1676702071921317,1.1819603344370915,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.020393795489205613,1.227420417471494,1.2478142129606997,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10814538253699713,1.921623577703294,2.029768960240291,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10569420321673961,1.8912817459345803,1.99697594915132,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.011667736642995086,1.1174881652016544,1.1058204285586593,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.0541601071958685,1.3843987947753522,1.4385589019712208,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.001891008724553389,0.9927545470386858,0.9946455557632392,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10893078974923598,1.8727110749328915,1.9816418646821274,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11626811327215358,2.006025518060216,2.1222936313323695,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10826409862190423,2.040174589711886,2.14843868833379,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10734406820119757,1.9491391104461988,2.0564831786473965,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12974501300193908,2.0998793740928714,2.2296243870948107,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11107460748715914,2.024112593070452,2.135187200557611,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.026660752971474855,1.2514427904691623,1.2781035434406371,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.01512469911561648,1.108131170908752,1.0930064717931356,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12977530149031025,2.0895212355333115,2.219296537023622,0.9310432651296187,1,1,1
bearing_fault,shutdown,-0.23955346305449476,3.4329713508229265,3.672524813877421,0.9310432651296187,1,0,1
bearing_fault,shutdown,-0.2138465578091927,3.6463999161710112,3.860246473980204,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20578587679667582,3.6005191884387155,3.8063050652353914,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20286625923097756,4.075059224683122,4.2779254839141,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20032816527361164,4.052876242017582,4.253204407291194,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20027899481316624,4.049930049461268,4.250209044274434,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19980499381888195,4.043887611001579,4.243692604820461,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19933131366378354,4.0338368643690234,4.233168178032807,0.9310432651296187,1,0,1
bearing_fault,idle,-0.1963108476338722,4.026957740010297,4.223268587644169,0.9310432651296187,1,0,1
bearing_fault,idle,-0.1963108476338722,4.01833999194447,4.214650839578342,0.9310432651296187,1,0,1
bearing_fault,idle,-0.2257027685606784,3.9305097114732335,4.156212480033912,0.9310432651296187,1,0,1
bearing_fault,startup,-0.23631871799037873,3.9805594893597944,4.216878207350173,0.9310432651296187,1,0,1
bearing_fault,startup,-0.23268985968696898,3.9945460575404095,4.227235917227379,0.9310432651296187,1,0,1
bearing_fault,steady_state,-0.02931499750542843,1.2088104862160007,1.2381254837214293,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.007981434743679072,1.0323732475120735,1.0243918127683944,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.08777461058778424,1.673278384137548,1.7610529947253322,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.09817876069567189,1.8042603181416097,1.9024390788372816,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.041927907845679235,1.3560409875748893,1.3979688954205685,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.14473207534189847,2.210419686252446,2.3551517615943443,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10089638260794387,1.8942063922572465,1.9951027748651904,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.010967142840114463,1.1780461138448532,1.1890132566849676,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10688984680250857,1.9664124803034917,2.073302327106,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.1140407665545291,1.9246889864739,2.038729753028429,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11218518061709681,2.0546560386158252,2.1668412192329223,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11742797982516673,2.1173807125663897,2.2348086923915567,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12190126621305475,2.1196375895394266,2.2415388557524816,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.017711992153514933,1.2509493916228331,1.268661383776348,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11874887146274882,2.0440670507019747,2.1628159221647234,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12916177720245114,2.0580930455899797,2.187254822792431,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.02485920589544066,1.3203642940772458,1.3452234999726864,0.9310432651296187,1,1,1
bearing_fault,shutdown,-0.21323446350907882,3.456062517131402,3.669296980640481,0.9310432651296187,1,0,1
bearing_fault,shutdown,-0.210230635908911,3.6874729741249808,3.8977036100338918,0.9310432651296187,1,0,1
bearing_fault,idle,-0.21122189102791966,3.6296483561183477,3.8408702471462672,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20231274735865512,4.0805449971502155,4.2828577445088705,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20286625923097756,4.080316135087705,4.283182394318683,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20307578091248646,4.07119399639549,4.2742697773079765,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19956811365001093,4.050128038956623,4.249696152606633,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19980499381888195,4.051749231034604,4.251554224853486,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19933131366378354,4.041913129712334,4.241244443376118,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19790264145847225,4.033140492092652,4.2310431335511245,0.9310432651296187,1,0,1
bearing_fault,idle,-0.2250786239574526,3.92782348405324,4.152902108010693,0.9310432651296187,1,0,1
bearing_fault,startup,-0.234400094816542,3.8743232841652055,4.108723378981748,0.9310432651296187,1,0,1
bearing_fault,startup,-0.2316173130032566,3.9858245320025847,4.217441845005841,0.9310432651296187,1,0,1
bearing_fault,steady_state,-0.03650765753733409,1.245129317996825,1.281636975534159,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.05094012423255623,1.2602486555880703,1.3111887798206265,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.0032536018375369236,1.123811739185722,1.1205581373481852,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.038885280459304394,1.2624989636860515,1.301384244145356,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.09450852359236717,1.8748771174184062,1.9693856410107733,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.1150817372107038,2.0219200929450256,2.1370018301557296,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10239544668577627,1.9162671976677401,2.0186626443535163,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.14119602413233756,2.0769957935360606,2.218191817668398,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10622315619228717,1.825847395802611,1.9320705519948982,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.03686780854453531,0.922546988182705,0.8856791796381697,0.9310432651296187,0,0,1
bearing_fault,steady_state,-0.00029176301200894983,1.0715658007775104,1.0718575637895194,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.13074543228960311,2.079159483918046,2.209904916207649,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.13242194359467607,2.185742708840399,2.318164652435075,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11735074244576349,2.0452513575704416,2.1626021000162052,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.03300347305890239,1.2895477641907254,1.3225512372496278,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.024368539969474745,0.9898390996857187,0.965470559716244,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11715086475835157,1.8619727973024442,1.979123662060796,0.9310432651296187,1,1,1
bearing_fault,shutdown,-0.23918874726685524,3.5930643161475078,3.8322530634143632,0.9310432651296187,1,0,1
bearing_fault,shutdown,-0.21239798515858266,3.705229163507282,3.917627148665865,0.9310432651296187,1,0,1
bearing_fault,idle,-0.2123410418630104,3.6715525918569965,3.8838936337200067,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20608369241276925,4.108038665988184,4.314122358400954,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20589424819717672,4.096603918155646,4.302498166352822,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20231274735865512,4.088342377801407,4.290655125160062,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20286625923097756,4.07920824121152,4.282074500442497,0.9310432651296187,1,0,1
bearing_fault,idle,-0.2015146561614889,4.069578686100279,4.271093342261768,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19956811365001093,4.060263982361791,4.259832096011802,0.9310432651296187,1,0,1
bearing_fault,idle,-0.19980499381888195,4.050522838253536,4.250327832072418,0.9310432651296187,1,0,1
bearing_fault,idle,-0.22616621012406268,3.9282491803120867,4.154415390436149,0.9310432651296187,1,0,1
bearing_fault,startup,-0.23145064132634985,3.9043790209520877,4.135829662278438,0.9310432651296187,1,0,1
bearing_fault,startup,-0.2316173130032566,3.9784468955026235,4.21006420850588,0.9310432651296187,1,0,1
bearing_fault,steady_state,-0.06780940818331593,1.3400392327067987,1.4078486408901147,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.06579463196037649,1.5600152271437107,1.6258098591040873,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.14454201421559165,2.1370978583303324,2.281639872545924,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12791527230024968,2.132356594271957,2.260271866572207,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.1045699247954025,1.8902116751607445,1.9947815999561471,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12549266170548823,2.103120491720607,2.228613153426095,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.01844953090331336,1.0167963125764183,0.998346781673105,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.02371478074243738,1.1796915709651414,1.2034063517075788,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.08336984344448395,1.651364731609587,1.734734575054071,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11022220081971246,1.793533077397281,1.9037552782169935,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.006419448165449815,1.1788754897754308,1.1852949379408806,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.04018628691371762,1.2831976561446081,1.3233839430583259,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12943893700863196,2.1030720423788014,2.2325109793874334,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10853505416607745,2.02487591062844,2.1334109647945176,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.04180302277092096,1.3626875659373388,1.4044905887082597,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.13983300544453103,2.136209023101765,2.276042028546296,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.13670326665905408,2.0719230553145924,2.2086263219736466,0.9310432651296187,1,1,1
bearing_fault,shutdown,-0.21695321709563176,3.385064896537247,3.602018113632879,0.9310432651296187,1,0,1
bearing_fault,shutdown,-0.21308609004406676,3.72382106110629,3.936907151150357,0.9310432651296187,1,0,1
bearing_fault,idle,-0.21427297188703043,3.6926753263380463,3.9069482982250765,0.9310432651296187,1,0,1
bearing_fault,idle,-0.205128155819294,4.123475179192752,4.328603335012046,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20632277881626915,4.095988830912991,4.30231160972926,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20732959630801362,4.104333035340867,4.31166263164888,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20331384880961045,4.085578452574786,4.288892301384396,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20310425618214167,4.082373359187295,4.2854776153694365,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20286625923097756,4.075689432105047,4.278555691336025,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20103981877954769,4.066478277302256,4.267518096081804,0.9310432651296187,1,0,1
bearing_fault,idle,-0.22641209665194495,3.926820681034603,4.153232777686548,0.9310432651296187,1,0,1
bearing_fault,startup,-0.23145064132634985,3.9420529266288997,4.173503567955249,0.9310432651296187,1,0,1
bearing_fault,startup,-0.23112209990052512,3.9705617491401113,4.201683849040636,0.9310432651296187,1,0,1
bearing_fault,steady_state,-0.12691874759107402,2.0596149361843845,2.1865336837754583,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.0011014104692109727,1.024516490074452,1.0256179005436628,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.018556344807690195,1.1888426406619623,1.2073989854696525,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.146668200943479,2.2628022121916533,2.409470413135132,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.1183722555796125,2.097874585908904,2.2162468414885166,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.09657044960482486,1.911760956033546,2.008331405638371,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12823964925384046,2.1048090482683603,2.233048697522201,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11150147228638752,1.957513851917324,2.0690153242037117,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.09763594978862866,1.9444969723243226,2.0421329221129514,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.09538426115125287,1.8789911110679027,1.9743753722191557,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.031782461547507024,0.9609624123009195,0.9291799507534124,0.9310432651296187,0,0,1
bearing_fault,steady_state,0.030117908493602796,0.9867067650331622,0.9565888565395595,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.0323952712103216,1.377726315685222,1.4101215868955435,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.022737918249169264,1.2101063226432742,1.2328442408924434,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.009990173651534873,1.1781833456646558,1.1881735193161906,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.0518833857744343,1.3581273581287432,1.4100107439031775,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.1433761027636914,2.2140707512893267,2.357446854053018,0.9310432651296187,1,1,1
bearing_fault,shutdown,-0.2414444654740885,3.604040952057525,3.8454854175316138,0.9310432651296187,1,0,1
bearing_fault,shutdown,-0.2181739035291218,3.742756616911765,3.960930520440887,0.9310432651296187,1,0,1
bearing_fault,idle,-0.21141276504850026,3.6779804989914178,3.889393264039918,0.9310432651296187,1,0,1
bearing_fault,idle,-0.205683886591977,4.126198091120222,4.331881977712199,0.9310432651296187,1,0,1
bearing_fault,idle,-0.205128155819294,4.1270083431560645,4.332136498975358,0.9310432651296187,1,0,1
bearing_fault,idle,-0.205128155819294,4.117711427932963,4.322839583752256,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20608369241276925,4.107708164971461,4.31379185738423,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20589424819717672,4.0974944729283616,4.303388721125538,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20231274735865512,4.08928220748301,4.291594954841665,0.9310432651296187,1,0,1
bearing_fault,idle,-0.20286625923097756,4.075633399274038,4.278499658505015,0.9310432651296187,1,0,1
bearing_fault,idle,-0.22641209665194495,3.9250334700862943,4.151445566738239,0.9310432651296187,1,0,1
bearing_fault,startup,-0.22701054215064942,3.8354764683793583,4.062487010530008,0.9310432651296187,1,0,1
bearing_fault,startup,-0.2286876531614308,3.962339606917443,4.191027260078874,0.9310432651296187,1,0,1
bearing_fault,steady_state,-0.007654131232792127,1.1339480288834294,1.1416021601162214,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.03487833750766167,1.244034597709373,1.2789129352170345,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.010238850118981957,1.2158947184272415,1.2261335685462234,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.1258800298946493,1.9983601314249186,2.124240161319568,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.1156752212928861,2.082479902740246,2.198155124033132,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12057659618725525,2.099567856609495,2.22014445279675,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.0188356406094895,0.9966532852960902,0.9778176446866007,0.9310432651296187,1,1,1
bearing_fault,steady_state,0.0021300546788032837,1.0284391987126473,1.026309144033844,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.034870151694122664,1.1807070288715915,1.215577180565714,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.03317926056366283,1.2921060122068202,1.3252852727704831,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.12644166382958955,2.1860044190468484,2.3124460828764377,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10931215881475087,2.1028768960400726,2.2121890548548233,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10836615713371778,2.0623948642582,2.1707610213919177,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.11816548745802735,2.0690089964390883,2.187174483897116,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.09488300321856036,1.6604908489496177,1.755373852168178,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.10538760708950679,1.6996324929258935,1.8050201000154003,0.9310432651296187,1,1,1
bearing_fault,steady_state,-0.0036654777816111928,1.1364563304009165,1.1401218081825277,0.9310432651296187,1,1,1
bearing_fault,shutdown,-0.22035944465649937,3.446378107538368,3.6667375521948675,0.9310432651296187,1,0,1
